cuisine_a,cuisine_b,iso3_a,iso3_b,lat_a,lon_a,lat_b,lon_b,distance_km,log_distance_km,cosine_similarity,jaccard_similarity,un_region_a,un_subregion_a,mapped_place_a,un_region_b,un_subregion_b,mapped_place_b,same_un_region,same_un_subregion,pair_id,predicted_cosine_distance_only,residual_cosine,abs_residual_cosine,residual_rank_positive
moroccan,southern_us,MAR,USA,31.7917,-7.0926,33.0,-86.0,7217.390863756298,8.884248790363715,0.21381014708663867,0.44259421560035056,Africa,Northern Africa,Morocco,Americas,Northern America,Southern United States,False,False,moroccan__southern_us,0.24403248698035096,-0.030222339893712286,0.030222339893712286,96
british,italian,GBR,ITA,55.3781,-3.436,41.8719,12.5674,1898.061703129702,7.548588488193452,0.3677075041065016,0.4674657534246575,Europe,Northern Europe,United Kingdom,Europe,Southern Europe,Italy,True,False,british__italian,0.3986829175086025,-0.030975413402100915,0.030975413402100915,97
jamaican,japanese,JAM,JPN,18.1096,-77.2975,36.2048,138.2529,12912.897588839129,9.465981903957859,0.14530235605257102,0.39955357142857145,Americas,Caribbean,Jamaica,Asia,Eastern Asia,Japan,False,False,jamaican__japanese,0.17667608181977723,-0.031373725767206206,0.031373725767206206,98
brazilian,korean,BRA,KOR,-14.235,-51.9253,35.9078,127.7669,17605.010279010472,9.775938815457797,0.10840476452949341,0.3626373626373626,Americas,South America,Brazil,Asia,Eastern Asia,Republic of Korea,False,False,brazilian__korean,0.14078748819250175,-0.032382723663008345,0.032382723663008345,99
brazilian,greek,BRA,GRC,-14.235,-51.9253,39.0742,21.8243,9653.289505425175,9.17505401763738,0.1774002320602456,0.36689814814814814,Americas,South America,Brazil,Europe,Southern Europe,Greece,False,False,brazilian__greek,0.21036138548496086,-0.032961153424715256,0.032961153424715256,100
brazilian,chinese,BRA,CHN,-14.235,-51.9253,35.8617,104.1954,16632.875272906607,9.719136453989293,0.11406591752226367,0.38756476683937824,Americas,South America,Brazil,Asia,Eastern Asia,China,False,False,brazilian__chinese,0.1473643922465131,-0.03329847472424943,0.03329847472424943,101
korean,spanish,KOR,ESP,35.9078,127.7669,40.4637,-3.7492,10185.016530769308,9.228672951710086,0.1704635403835602,0.33047210300429186,Asia,Eastern Asia,Republic of Korea,Europe,Southern Europe,Spain,False,False,korean__spanish,0.2041530769612021,-0.0336895365776419,0.0336895365776419,102
cajun_creole,jamaican,USA,JAM,30.9843,-91.9623,18.1096,-77.2975,2057.2827154199113,7.629141320860247,0.3535879388479911,0.44178454842219805,Americas,Northern America,"Louisiana, United States",Americas,Caribbean,Jamaica,True,False,cajun_creole__jamaican,0.3893560473216633,-0.03576810847367218,0.03576810847367218,103
french,indian,FRA,IND,46.2276,2.2137,20.5937,78.9629,7368.915845495296,8.905025870630585,0.20418456430611315,0.5297157622739018,Europe,Western Europe,France,Asia,Southern Asia,India,False,False,french__indian,0.24162679714801083,-0.03744223284189768,0.03744223284189768,104
jamaican,southern_us,JAM,USA,18.1096,-77.2975,33.0,-86.0,1869.783379499209,7.533577863298684,0.3623812148153555,0.4294813466787989,Americas,Caribbean,Jamaica,Americas,Northern America,Southern United States,True,False,jamaican__southern_us,0.4004209339778365,-0.038039719162481,0.038039719162481,105
mexican,vietnamese,MEX,VNM,23.6345,-102.5528,14.0583,108.2772,14648.58928207213,9.592099315069474,0.12359894324352941,0.4085315832649713,Americas,Central America,Mexico,Asia,South-eastern Asia,Viet Nam,False,False,mexican__vietnamese,0.16207348272041933,-0.03847453947688992,0.03847453947688992,106
italian,moroccan,ITA,MAR,41.8719,12.5674,31.7917,-7.0926,2070.2319654312673,7.6354159405759106,0.34929406599471186,0.4658119658119658,Europe,Southern Europe,Italy,Africa,Northern Africa,Morocco,False,False,italian__moroccan,0.38862953576864967,-0.039335469773937815,0.039335469773937815,107
irish,italian,IRL,ITA,53.1424,-7.6921,41.8719,12.5674,1959.3092287117795,7.580347255774264,0.35443600583965523,0.45197255574614065,Europe,Northern Europe,Ireland,Europe,Southern Europe,Italy,True,False,irish__italian,0.39500570476862773,-0.0405696989289725,0.0405696989289725,108
spanish,thai,ESP,THA,40.4637,-3.7492,15.87,100.9925,10063.345279224,9.216654921103022,0.1634435546451968,0.413434247871334,Europe,Southern Europe,Spain,Asia,South-eastern Asia,Thailand,False,False,spanish__thai,0.2055445936548288,-0.042101039009631996,0.042101039009631996,109
french,greek,FRA,GRC,46.2276,2.2137,39.0742,21.8243,1783.6794315359823,7.486433606150562,0.36357078068851784,0.5572374645222328,Europe,Western Europe,France,Europe,Southern Europe,Greece,True,False,french__greek,0.4058795671744997,-0.04230878648598185,0.04230878648598185,110
brazilian,cajun_creole,BRA,USA,-14.235,-51.9253,30.9843,-91.9623,6600.582043638266,8.794913112556186,0.2092244104139209,0.4068891280947255,Americas,South America,Brazil,Americas,Northern America,"Louisiana, United States",True,False,brazilian__cajun_creole,0.25437628548362223,-0.045151875069701336,0.045151875069701336,111
spanish,vietnamese,ESP,VNM,40.4637,-3.7492,14.0583,108.2772,10768.447758811315,9.284375633376165,0.1513618497752777,0.3640973630831643,Europe,Southern Europe,Spain,Asia,South-eastern Asia,Viet Nam,False,False,spanish__vietnamese,0.19770350015844773,-0.046341650383170035,0.046341650383170035,112
british,indian,GBR,IND,55.3781,-3.436,20.5937,78.9629,7662.660941408669,8.944114583796637,0.18785157222928786,0.43017329255861364,Europe,Northern Europe,United Kingdom,Asia,Southern Asia,India,False,False,british__indian,0.23710088115716887,-0.049249308927881014,0.049249308927881014,113
greek,italian,GRC,ITA,39.0742,21.8243,41.8719,12.5674,841.986931300016,6.735764493100516,0.44315349187931086,0.5639032815198618,Europe,Southern Europe,Greece,Europe,Southern Europe,Italy,True,True,greek__italian,0.49279635382213616,-0.0496428619428253,0.0496428619428253,114
cajun_creole,chinese,USA,CHN,30.9843,-91.9623,35.8617,104.1954,12393.17105941899,9.424900878876013,0.13126420289842156,0.4689165186500888,Americas,Northern America,"Louisiana, United States",Asia,Eastern Asia,China,False,False,cajun_creole__chinese,0.1814326791410621,-0.050168476242640536,0.050168476242640536,115
irish,mexican,IRL,MEX,53.1424,-7.6921,23.6345,-102.5528,8237.89519010779,9.016500152179937,0.1784017129078773,0.4372331340734415,Europe,Northern Europe,Ireland,Americas,Central America,Mexico,False,False,irish__mexican,0.22871966379499975,-0.05031795088712246,0.05031795088712246,116
chinese,spanish,CHN,ESP,35.8617,104.1954,40.4637,-3.7492,8788.272142806285,9.081173400572386,0.17090070483889308,0.43360433604336046,Asia,Eastern Asia,China,Europe,Southern Europe,Spain,False,False,chinese__spanish,0.22123142319123135,-0.050330718352338266,0.050330718352338266,117
indian,irish,IND,IRL,20.5937,78.9629,53.1424,-7.6921,7971.30374694771,8.983603340206432,0.18190566232362676,0.41743589743589743,Asia,Southern Asia,India,Europe,Northern Europe,Ireland,False,False,indian__irish,0.23252864585910893,-0.05062298353548217,0.05062298353548217,118
indian,italian,IND,ITA,20.5937,78.9629,41.8719,12.5674,6569.041783365633,8.790123253561182,0.20159145831106684,0.5356012658227848,Asia,Southern Asia,India,Europe,Southern Europe,Italy,False,False,indian__italian,0.25493088290224986,-0.053339424591183016,0.053339424591183016,119
chinese,southern_us,CHN,USA,35.8617,104.1954,33.0,-86.0,12284.884135904482,9.416124853563998,0.12868369843306576,0.5359741309620049,Asia,Eastern Asia,China,Americas,Northern America,Southern United States,False,False,chinese__southern_us,0.18244881781840738,-0.05376511938534162,0.05376511938534162,120
cajun_creole,thai,USA,THA,30.9843,-91.9623,15.87,100.9925,14624.252156832812,9.590436536217107,0.10632076375203725,0.43342516069788795,Americas,Northern America,"Louisiana, United States",Asia,South-eastern Asia,Thailand,False,False,cajun_creole__thai,0.16226600881779163,-0.05594524506575438,0.05594524506575438,121
french,moroccan,FRA,MAR,46.2276,2.2137,31.7917,-7.0926,1792.3384395204855,7.491276437042375,0.348267418515025,0.48609779482262705,Europe,Western Europe,France,Africa,Northern Africa,Morocco,False,False,french__moroccan,0.4053188363650435,-0.05705141785001849,0.05705141785001849,122
chinese,mexican,CHN,MEX,35.8617,104.1954,23.6345,-102.5528,12826.359368546573,9.459257658070896,0.11818984341814061,0.5400943396226415,Asia,Eastern Asia,China,Americas,Central America,Mexico,False,False,chinese__mexican,0.17745465367648894,-0.05926481025834833,0.05926481025834833,123
british,mexican,GBR,MEX,55.3781,-3.436,23.6345,-102.5528,8414.590097863318,9.03772239454881,0.165672649231731,0.43434343434343436,Europe,Northern Europe,United Kingdom,Americas,Central America,Mexico,False,False,british__mexican,0.2262624305345753,-0.06058978130284429,0.06058978130284429,124
moroccan,thai,MAR,THA,31.7917,-7.0926,15.87,100.9925,10708.077422245193,9.278753634932109,0.13723098389135965,0.42902881536819637,Africa,Northern Africa,Morocco,Asia,South-eastern Asia,Thailand,False,False,moroccan__thai,0.19835444746772235,-0.0611234635763627,0.0611234635763627,125
cajun_creole,vietnamese,USA,VNM,30.9843,-91.9623,14.0583,108.2772,14559.573677460403,9.586004040927795,0.10007572969365747,0.3735408560311284,Americas,Northern America,"Louisiana, United States",Asia,South-eastern Asia,Viet Nam,False,False,cajun_creole__vietnamese,0.16277922861154637,-0.0627034989178889,0.0627034989178889,126
korean,moroccan,KOR,MAR,35.9078,127.7669,31.7917,-7.0926,11138.7964759183,9.318189471371893,0.12909069557131553,0.33785450061652283,Asia,Eastern Asia,Republic of Korea,Africa,Northern Africa,Morocco,False,False,korean__moroccan,0.1937883395481077,-0.06469764397679217,0.06469764397679217,127
jamaican,mexican,JAM,MEX,18.1096,-77.2975,23.6345,-102.5528,2690.839687843278,7.897608575501307,0.2912177755844882,0.4186248912097476,Americas,Caribbean,Jamaica,Americas,Central America,Mexico,True,False,jamaican__mexican,0.3582713647526631,-0.06705358916817489,0.06705358916817489,128
cajun_creole,korean,USA,KOR,30.9843,-91.9623,35.9078,127.7669,11499.955029989587,9.350098403908008,0.12217632608785275,0.3405128205128205,Americas,Northern America,"Louisiana, United States",Asia,Eastern Asia,Republic of Korea,False,False,cajun_creole__korean,0.19009373984608113,-0.06791741375822838,0.06791741375822838,129
moroccan,vietnamese,MAR,VNM,31.7917,-7.0926,14.0583,108.2772,11455.355016505564,9.346212586681947,0.12220966056306704,0.37891077636152953,Africa,Northern Africa,Morocco,Asia,South-eastern Asia,Viet Nam,False,False,moroccan__vietnamese,0.19054366210998896,-0.06833400154692193,0.06833400154692193,130
southern_us,thai,USA,THA,33.0,-86.0,15.87,100.9925,14530.433807865971,9.584000612131446,0.09422087557107175,0.45843422114608556,Americas,Northern America,Southern United States,Asia,South-eastern Asia,Thailand,False,False,southern_us__thai,0.16301119711834766,-0.0687903215472759,0.0687903215472759,131
brazilian,japanese,BRA,JPN,-14.235,-51.9253,36.2048,138.2529,17370.455863837502,9.762526103210723,0.07329444133557037,0.39977349943374857,Americas,South America,Brazil,Asia,Eastern Asia,Japan,False,False,brazilian__japanese,0.14234048914655517,-0.0690460478109848,0.0690460478109848,132
italian,korean,ITA,KOR,41.8719,12.5674,35.9078,127.7669,9147.00418724906,9.121181693429197,0.14669154248768504,0.3338815789473684,Europe,Southern Europe,Italy,Asia,Eastern Asia,Republic of Korea,False,False,italian__korean,0.2165990329757308,-0.06990749048804576,0.06990749048804576,133
chinese,moroccan,CHN,MAR,35.8617,104.1954,31.7917,-7.0926,9634.346600161405,9.173089763308786,0.1370079139870455,0.43343343343343343,Asia,Eastern Asia,China,Africa,Northern Africa,Morocco,False,False,chinese__moroccan,0.210588818146612,-0.0735809041595665,0.0735809041595665,134
greek,indian,GRC,IND,39.0742,21.8243,20.5937,78.9629,5779.119513927443,8.662006616831992,0.19527517707037143,0.48957298907646474,Europe,Southern Europe,Greece,Asia,Southern Asia,India,False,False,greek__indian,0.2697649638402002,-0.07448978676982879,0.07448978676982879,135
korean,mexican,KOR,MEX,35.9078,127.7669,23.6345,-102.5528,11542.899455391078,9.353825761136976,0.11459036724003255,0.3410981697171381,Asia,Eastern Asia,Republic of Korea,Americas,Central America,Mexico,False,False,korean__mexican,0.18966216499186417,-0.07507179775183162,0.07507179775183162,136
southern_us,vietnamese,USA,VNM,33.0,-86.0,14.0583,108.2772,14567.12455216121,9.586522525708352,0.08680747533233975,0.3862876254180602,Americas,Northern America,Southern United States,Asia,South-eastern Asia,Viet Nam,False,False,southern_us__vietnamese,0.1627191954620959,-0.07591172012975615,0.07591172012975615,137
french,korean,FRA,KOR,46.2276,2.2137,35.9078,127.7669,9384.19287171608,9.146781943374023,0.13305241909356985,0.3354720439963336,Europe,Western Europe,France,Asia,Eastern Asia,Republic of Korea,False,False,french__korean,0.21363488882233694,-0.08058246972876709,0.08058246972876709,138
indian,russian,IND,RUS,20.5937,78.9629,61.524,105.3188,4985.672218903675,8.514323521630432,0.2062058688125098,0.41214057507987223,Asia,Southern Asia,India,Europe,Eastern Europe,Russian Federation,False,False,indian__russian,0.28686456185741704,-0.08065869304490725,0.08065869304490725,139
korean,southern_us,KOR,USA,35.9078,127.7669,33.0,-86.0,11586.329368797948,9.357581179424251,0.10737666647271785,0.3399482312338223,Asia,Eastern Asia,Republic of Korea,Americas,Northern America,Southern United States,False,False,korean__southern_us,0.18922734106695072,-0.08185067459423287,0.08185067459423287,140
british,spanish,GBR,ESP,55.3781,-3.436,40.4637,-3.7492,1658.5677636670778,7.413709715958864,0.32995678998101763,0.44625407166123776,Europe,Northern Europe,United Kingdom,Europe,Southern Europe,Spain,True,False,british__spanish,0.414299957381172,-0.08434316740015435,0.08434316740015435,141
chinese,italian,CHN,ITA,35.8617,104.1954,41.8719,12.5674,7566.27117692636,8.931455646068837,0.15321715376597306,0.5299145299145299,Asia,Eastern Asia,China,Europe,Southern Europe,Italy,False,False,chinese__italian,0.2385666057627842,-0.08534945199681115,0.08534945199681115,142
chinese,french,CHN,FRA,35.8617,104.1954,46.2276,2.2137,8022.007892259988,8.989944030156488,0.14623731642920587,0.5045871559633027,Asia,Eastern Asia,China,Europe,Western Europe,France,False,False,chinese__french,0.23179448431441907,-0.0855571678852132,0.0855571678852132,143
italian,thai,ITA,THA,41.8719,12.5674,15.87,100.9925,8710.342738104382,9.072266419026938,0.13638801509485846,0.4702194357366771,Europe,Southern Europe,Italy,Asia,South-eastern Asia,Thailand,False,False,italian__thai,0.22226272473435005,-0.08587470963949159,0.08587470963949159,144
french,vietnamese,FRA,VNM,46.2276,2.2137,14.0583,108.2772,10073.085574174022,9.21762235130757,0.11813766183706795,0.3786407766990291,Europe,Western Europe,France,Asia,South-eastern Asia,Viet Nam,False,False,french__vietnamese,0.2054325790225182,-0.08729491718545027,0.08729491718545027,145
italian,vietnamese,ITA,VNM,41.8719,12.5674,14.0583,108.2772,9431.670679885618,9.151828526413173,0.12380466276859044,0.37829209896249,Europe,Southern Europe,Italy,Asia,South-eastern Asia,Viet Nam,False,False,italian__vietnamese,0.21305056641758102,-0.08924590364899058,0.08924590364899058,146
french,thai,FRA,THA,46.2276,2.2137,15.87,100.9925,9395.61852047402,9.147998744749614,0.11856722755543306,0.4524617996604414,Europe,Western Europe,France,Asia,South-eastern Asia,Thailand,False,False,french__thai,0.21349400056182866,-0.0949267730063956,0.0949267730063956,147
japanese,spanish,JPN,ESP,36.2048,138.2529,40.4637,-3.7492,10648.644048343376,9.27318784362739,0.1039869199771903,0.40397350993377484,Asia,Eastern Asia,Japan,Europe,Southern Europe,Spain,False,False,japanese__spanish,0.19899888679118383,-0.09501196681399353,0.09501196681399353,148
japanese,vietnamese,JPN,VNM,36.2048,138.2529,14.0583,108.2772,3865.433932054091,8.259829226919752,0.21981348412900764,0.5308219178082192,Asia,Eastern Asia,Japan,Asia,South-eastern Asia,Viet Nam,True,False,japanese__vietnamese,0.31633137477387474,-0.0965178906448671,0.0965178906448671,149
irish,korean,IRL,KOR,53.1424,-7.6921,35.9078,127.7669,9222.054226266886,9.129353092847703,0.11658244928337258,0.29634146341463413,Europe,Northern Europe,Ireland,Asia,Eastern Asia,Republic of Korea,False,False,irish__korean,0.21565290136124982,-0.09907045207787724,0.09907045207787724,150
japanese,southern_us,JPN,USA,36.2048,138.2529,33.0,-86.0,11050.796396324493,9.310257776414398,0.09509860518526425,0.4681372549019608,Asia,Eastern Asia,Japan,Americas,Northern America,Southern United States,False,False,japanese__southern_us,0.19470671680166718,-0.09960811161640293,0.09960811161640293,151
japanese,moroccan,JPN,MAR,36.2048,138.2529,31.7917,-7.0926,11637.072171299254,9.36195115797071,0.08910344551164492,0.4033790918690602,Asia,Eastern Asia,Japan,Africa,Northern Africa,Morocco,False,False,japanese__moroccan,0.1887213598211872,-0.09961791430954228,0.09961791430954228,152
french,japanese,FRA,JPN,46.2276,2.2137,36.2048,138.2529,9850.124416471954,9.195239365200267,0.1059725771691523,0.463855421686747,Europe,Western Europe,France,Asia,Eastern Asia,Japan,False,False,french__japanese,0.2080242098678593,-0.102051632698707,0.102051632698707,153
irish,spanish,IRL,ESP,53.1424,-7.6921,40.4637,-3.7492,1440.8279297190431,7.272973178542715,0.3279428351755349,0.4454244762954796,Europe,Northern Europe,Ireland,Europe,Southern Europe,Spain,True,False,irish__spanish,0.4305952429916656,-0.10265240781613072,0.10265240781613072,154
cajun_creole,southern_us,USA,USA,30.9843,-91.9623,33.0,-86.0,605.1869196450326,6.405537368404082,0.42449856447073325,0.6357267950963222,Americas,Northern America,"Louisiana, United States",Americas,Northern America,Southern United States,True,True,cajun_creole__southern_us,0.531031949297594,-0.10653338482686076,0.10653338482686076,155
chinese,irish,CHN,IRL,35.8617,104.1954,53.1424,-7.6921,8149.530031027395,9.00571553966761,0.11993881341952081,0.3729308666017527,Asia,Eastern Asia,China,Europe,Northern Europe,Ireland,False,False,chinese__irish,0.2299683682488205,-0.11002955482929969,0.11002955482929969,156
indian,japanese,IND,JPN,20.5937,78.9629,36.2048,138.2529,5959.307558827328,8.692709571905002,0.15582133703485423,0.5426587301587301,Asia,Southern Asia,India,Asia,Eastern Asia,Japan,True,False,indian__japanese,0.2662099991438509,-0.11038866210899667,0.11038866210899667,157
japanese,thai,JPN,THA,36.2048,138.2529,15.87,100.9925,4315.175327166597,8.369893234712139,0.19267093465484186,0.5800636267232238,Asia,Eastern Asia,Japan,Asia,South-eastern Asia,Thailand,True,False,japanese__thai,0.30358753102625424,-0.11091659637141238,0.11091659637141238,158
british,moroccan,GBR,MAR,55.3781,-3.436,31.7917,-7.0926,2638.3013110426077,7.877890546255319,0.24876688754457213,0.41978287092882993,Europe,Northern Europe,United Kingdom,Africa,Northern Africa,Morocco,False,False,british__moroccan,0.36055443156771017,-0.11178754402313804,0.11178754402313804,159
irish,moroccan,IRL,MAR,53.1424,-7.6921,31.7917,-7.0926,2374.5811182144025,7.772576329635353,0.25980453415841764,0.4029126213592233,Europe,Northern Europe,Ireland,Africa,Northern Africa,Morocco,False,False,irish__moroccan,0.37274831717961265,-0.11294378302119501,0.11294378302119501,160
filipino,japanese,PHL,JPN,12.8797,121.774,36.2048,138.2529,3072.298271067602,8.030181183000785,0.22981228598970077,0.4697833523375142,Asia,South-eastern Asia,Philippines,Asia,Eastern Asia,Japan,True,False,filipino__japanese,0.3429213458947741,-0.1131090599050733,0.1131090599050733,161
irish,vietnamese,IRL,VNM,53.1424,-7.6921,14.0583,108.2772,10392.811768566875,9.248869670057804,0.08782449279080466,0.30211817168338906,Europe,Northern Europe,Ireland,Asia,South-eastern Asia,Viet Nam,False,False,irish__vietnamese,0.20181458476924496,-0.1139900919784403,0.1139900919784403,162
greek,korean,GRC,KOR,39.0742,21.8243,35.9078,127.7669,8744.459610485108,9.076175591430744,0.10709491000012143,0.3254769921436588,Europe,Southern Europe,Greece,Asia,Eastern Asia,Republic of Korea,False,False,greek__korean,0.2218100982736586,-0.11471518827353717,0.11471518827353717,163
irish,japanese,IRL,JPN,53.1424,-7.6921,36.2048,138.2529,9550.913529907815,9.164392086481852,0.0968496722129229,0.3600416233090531,Europe,Northern Europe,Ireland,Asia,Eastern Asia,Japan,False,False,irish__japanese,0.21159588518580996,-0.11474621297288706,0.11474621297288706,164
cajun_creole,japanese,USA,JPN,30.9843,-91.9623,36.2048,138.2529,10893.354448727903,9.295908198681666,0.07744797586299473,0.4308118081180812,Americas,Northern America,"Louisiana, United States",Asia,Eastern Asia,Japan,False,False,cajun_creole__japanese,0.19636819342911482,-0.11892021756612009,0.11892021756612009,165
british,japanese,GBR,JPN,55.3781,-3.436,36.2048,138.2529,9200.433836007263,9.127005918013065,0.0967821158963593,0.39789473684210525,Europe,Northern Europe,United Kingdom,Asia,Eastern Asia,Japan,False,False,british__japanese,0.21592467076108313,-0.11914255486472383,0.11914255486472383,166
italian,japanese,ITA,JPN,41.8719,12.5674,36.2048,138.2529,9728.713028997581,9.182836898086249,0.08953491563642232,0.46123727486296007,Europe,Southern Europe,Italy,Asia,Eastern Asia,Japan,False,False,italian__japanese,0.20946023883097142,-0.1199253231945491,0.1199253231945491,167
british,chinese,GBR,CHN,55.3781,-3.436,35.8617,104.1954,7779.565696915975,8.959255792595762,0.1134653404764729,0.40846456692913385,Europe,Northern Europe,United Kingdom,Asia,Eastern Asia,China,False,False,british__chinese,0.23534774493256294,-0.12188240445609004,0.12188240445609004,168
british,korean,GBR,KOR,55.3781,-3.436,35.9078,127.7669,8857.792024661967,9.089052805393104,0.09640247226162572,0.31393939393939396,Europe,Northern Europe,United Kingdom,Asia,Eastern Asia,Republic of Korea,False,False,british__korean,0.2203191003904037,-0.12391662812877798,0.12391662812877798,169
japanese,mexican,JPN,MEX,36.2048,138.2529,23.6345,-102.5528,10798.150896959454,9.287130185209156,0.0725618669568567,0.46256895193065406,Asia,Eastern Asia,Japan,Americas,Central America,Mexico,False,False,japanese__mexican,0.1973845623071151,-0.1248226953502584,0.1248226953502584,170
irish,thai,IRL,THA,53.1424,-7.6921,15.87,100.9925,9791.131073955936,9.189232262452283,0.08294586641106698,0.3183183183183183,Europe,Northern Europe,Ireland,Asia,South-eastern Asia,Thailand,False,False,irish__thai,0.2087197467679931,-0.1257738803569261,0.1257738803569261,171
greek,vietnamese,GRC,VNM,39.0742,21.8243,14.0583,108.2772,8726.627380257298,9.074134248905278,0.09475390170436715,0.3437826541274817,Europe,Southern Europe,Greece,Asia,South-eastern Asia,Viet Nam,False,False,greek__vietnamese,0.22204645665004064,-0.1272925549456735,0.1272925549456735,172
greek,irish,GRC,IRL,39.0742,21.8243,53.1424,-7.6921,2730.2748352699355,7.912157555371943,0.22424238439359562,0.40832395950506184,Europe,Southern Europe,Greece,Europe,Northern Europe,Ireland,True,False,greek__irish,0.35658680019902267,-0.13234441580542705,0.13234441580542705,173
british,vietnamese,GBR,VNM,55.3781,-3.436,14.0583,108.2772,10033.08070190303,9.213642982539533,0.07243615530610485,0.3181818181818182,Europe,Northern Europe,United Kingdom,Asia,South-eastern Asia,Viet Nam,False,False,british__vietnamese,0.20589333322192638,-0.1334571779158215,0.1334571779158215,174
greek,thai,GRC,THA,39.0742,21.8243,15.87,100.9925,7981.368155214701,8.984865123770215,0.09805590921005544,0.3932038834951456,Europe,Southern Europe,Greece,Asia,South-eastern Asia,Thailand,False,False,greek__thai,0.23238254930218116,-0.13432664009212572,0.13432664009212572,175
british,thai,GBR,THA,55.3781,-3.436,15.87,100.9925,9440.68872328756,9.15278421445362,0.07363484224019516,0.338,Europe,Northern Europe,United Kingdom,Asia,South-eastern Asia,Thailand,False,False,british__thai,0.21293991136055368,-0.1393050691203585,0.1393050691203585,176
chinese,greek,CHN,GRC,35.8617,104.1954,39.0742,21.8243,7013.870829199689,8.85564501439135,0.10773406652723416,0.41089566020313945,Asia,Eastern Asia,China,Europe,Southern Europe,Greece,False,False,chinese__greek,0.24734439664905383,-0.13961033012181967,0.13961033012181967,177
british,greek,GBR,GRC,55.3781,-3.436,39.0742,21.8243,2604.290853572711,7.864915692011443,0.21659045117391434,0.4113082039911308,Europe,Northern Europe,United Kingdom,Europe,Southern Europe,Greece,True,False,british__greek,0.3620567348042415,-0.14546628363032715,0.14546628363032715,178
greek,japanese,GRC,JPN,39.0742,21.8243,36.2048,138.2529,9410.968856027186,9.149631187537318,0.06726363813568334,0.39296187683284456,Europe,Southern Europe,Greece,Asia,Eastern Asia,Japan,False,False,greek__japanese,0.21330498694847133,-0.146041348812788,0.146041348812788,179
indian,korean,IND,KOR,20.5937,78.9629,35.9078,127.7669,5016.713772569964,8.520530371345883,0.12386518785426388,0.37277486910994767,Asia,Southern Asia,India,Asia,Eastern Asia,Republic of Korea,True,False,indian__korean,0.2861458971047409,-0.16228070925047705,0.16228070925047705,180
mexican,southern_us,MEX,USA,23.6345,-102.5528,33.0,-86.0,1922.2104261196,7.561231066430035,0.21814157049901323,0.7384,Americas,Central America,Mexico,Americas,Northern America,Southern United States,True,False,mexican__southern_us,0.3972190870989559,-0.1790775165999427,0.1790775165999427,181
russian,vietnamese,RUS,VNM,61.524,105.3188,14.0583,108.2772,5283.279686903937,8.572302336687457,0.09945717904420295,0.32855436081242534,Europe,Eastern Europe,Russian Federation,Asia,South-eastern Asia,Viet Nam,False,False,russian__vietnamese,0.28015144124170555,-0.1806942621975026,0.1806942621975026,182
russian,thai,RUS,THA,61.524,105.3188,15.87,100.9925,5088.131736774226,8.534665996346376,0.09551092256209816,0.3176593521421108,Europe,Eastern Europe,Russian Federation,Asia,South-eastern Asia,Thailand,False,False,russian__thai,0.2845091931549715,-0.18899827059287333,0.18899827059287333,183
indian,vietnamese,IND,VNM,20.5937,78.9629,14.0583,108.2772,3190.294441329083,8.067868492876462,0.13167322929179467,0.45979381443298967,Asia,Southern Asia,India,Asia,South-eastern Asia,Viet Nam,True,False,indian__vietnamese,0.3385576924356911,-0.20688446314389644,0.20688446314389644,184
korean,russian,KOR,RUS,35.9078,127.7669,61.524,105.3188,3253.086233899325,8.087359435159597,0.127539467920265,0.3232588699080158,Asia,Eastern Asia,Republic of Korea,Europe,Eastern Europe,Russian Federation,False,False,korean__russian,0.33630091905507165,-0.20876145113480665,0.20876145113480665,185
chinese,indian,CHN,IND,35.8617,104.1954,20.5937,78.9629,2983.798984713126,8.000952594682294,0.1364939800453868,0.5394614670380687,Asia,Eastern Asia,China,Asia,Southern Asia,India,True,False,chinese__indian,0.34630559992990784,-0.20981161988452104,0.20981161988452104,186
indian,thai,IND,THA,20.5937,78.9629,15.87,100.9925,2382.921063305812,7.776082351625975,0.16173204398661342,0.56187624750499,Asia,Southern Asia,India,Asia,South-eastern Asia,Thailand,True,False,indian__thai,0.37234236979208435,-0.21061032580547093,0.21061032580547093,187
japanese,russian,JPN,RUS,36.2048,138.2529,61.524,105.3188,3628.9803507715815,8.19670699269623,0.11096780988824534,0.38079470198675497,Asia,Eastern Asia,Japan,Europe,Eastern Europe,Russian Federation,False,False,japanese__russian,0.32364003003802466,-0.21267222014977932,0.21267222014977932,188
chinese,russian,CHN,RUS,35.8617,104.1954,61.524,105.3188,2854.6139566255665,7.956691896354026,0.1322497079188158,0.38022426095820594,Asia,Eastern Asia,China,Europe,Eastern Europe,Russian Federation,False,False,chinese__russian,0.351430358104442,-0.2191806501856262,0.2191806501856262,189
cajun_creole,mexican,USA,MEX,30.9843,-91.9623,23.6345,-102.5528,1326.4298774206113,7.190246309323823,0.20772774987547116,0.6206896551724138,Americas,Northern America,"Louisiana, United States",Americas,Central America,Mexico,True,False,cajun_creole__mexican,0.44017383563245016,-0.232446085756979,0.232446085756979,190
