city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id,nearest_region_idx,dist_km_nearest_region,access_score,nearest_provider,nearest_region,nearest_location_name,nearest_lat,nearest_lon,openalex_match_km,openalex_geo_city,openalex_ai_works_recent,openalex_ai_institution_count,openalex_lat,openalex_lon,openalex_match_ok,log_ai_works,ai_works_per_million,log_ai_works_per_million
Zelënodol’sk,Zelenodol'sk,55.85,48.5167,Russia,RU,RUS,Tatarstan,,99491.0,1643223486,88,1347.4376400986853,50.980915965418475,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,18.22760310535631,Innopolis,53,1,55.74982070922852,48.74753952026367,True,3.9889840465642745,532.7115015428531,6.279855433684517
Khabarovsk,Khabarovsk,48.4833,135.0667,Russia,RU,RUS,Khabarovskiy Kray,admin,616242.0,1643175363,3,1378.6711268329084,50.19094452971914,aws,ap-northeast-2,Asia Pacific (Seoul),37.5666791,126.9782914,1.3317459026149594,Khabarovsk,28,1,48.471954345703125,135.0609130859375,True,3.367295829986474,45.4366953242395,3.838089994182261
Serpukhov,Serpukhov,54.9167,37.4,Russia,RU,RUS,Moskovskaya Oblast’,,125817.0,1643395657,88,871.2394295051213,64.68636718791888,gcp,europe-north1,"Hamina, Finland, Europe",60.5688901,27.1881877,16.782526536390083,Pushchino,15,1,54.83956909179688,37.62549591064453,True,2.772588722239781,119.2207730274923,4.789329827697582
Halmstad,Halmstad,56.6754,12.8587,Sweden,SE,SWE,Halland,admin,55657.0,1752392511,49,380.51215459068857,82.67473955968305,azure,norwayeast,"Norway, Norway East, Europe",59.913868,10.752245,0.15791915416354194,Halmstad,41,1,56.674461364746094,12.856760025024414,True,3.7376696182833684,736.6548682106474,6.603476056963093
Växjö,Vaxjo,56.8837,14.8167,Sweden,SE,SWE,Kronoberg,admin,59600.0,1752263370,16,331.965798183271,84.70607195732873,aws,eu-north-1,EU (Stockholm),59.3251172,18.0710935,1.0153522828227528,Vaxjo,0,1,56.883331298828125,14.800000190734863,True,0.0,0.0,0.0
Singapore,Singapore,1.3,103.8,Singapore,SG,SGP,Central Singapore,primary,5745000.0,1702341327,35,4.126890876153578,99.79386820019242,azure,southeastasia,"Singapore, Southeast Asia, Asia Pacific",1.283,103.833,3.8301670575116824,Singapore,1072,4,1.2932082461929322,103.8337779046631,True,6.9782137426306985,186.5970409051349,5.234296263020936
Ljubljana,Ljubljana,46.05,14.5167,Slovenia,SI,SVN,Ljubljana,primary,286745.0,1705917455,17,418.29807201260144,81.12743175487584,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,0.9009175080654276,Ljubljana,351,3,46.05107919759115,14.505129876098634,True,5.863631175598097,1224.0841165495474,7.110764787192445
Nitra,Nitra,48.3147,18.0875,Slovakia,SK,SVK,Nitriansky,admin,77374.0,1703890031,87,482.36431425376634,78.56984927722974,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,0.8164051015035043,Nitra,38,1,48.3076286315918,18.084529876708984,True,3.6635616461296463,491.121048414196,6.198724719593251
Bratislava,Bratislava,48.1447,17.1128,Slovakia,SK,SVK,Bratislavský,primary,429564.0,1703195001,87,532.1824197545054,76.63692238702774,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,0.5916256456021092,Bratislava,38,1,48.14815902709961,17.106740951538086,True,3.6635616461296463,88.46178916296523,4.4938115973907315
Juba,Juba,4.85,31.6,South Sudan,SS,SSD,Central Equatoria,primary,372410.0,1728444337,21,2986.352325575703,22.46579708757441,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,1.6679219622827957,Juba,105,1,4.835000038146973,31.600000381469727,True,4.663439094112067,281.9473161300717,5.645260718228374
Ban Talat Rangsit,Ban Talat Rangsit,13.987,100.6095,Thailand,TH,THA,Pathum Thani,,79319.0,1764039814,83,1446.5457088114724,48.516179079471144,gcp,asia-southeast1,"Jurong West, Singapore, APAC",1.3434392,103.7058663,9.01831928763452,Pathum Thani,59,1,14.013460159301758,100.53048706054688,True,4.0943445622221,743.8318687830154,6.613158513424227
Chiang Mai,Chiang Mai,18.7889,98.9833,Thailand,TH,THA,Chiang Mai,admin,132634.0,1764662886,1,1626.7038418169989,44.33694334528859,aws,ap-east-1,Asia Pacific (Hong Kong),22.2793278,114.1628131,0.21956672796145923,Chiang Mai,22,1,18.790380477905277,98.98468017578124,True,3.1354942159291497,165.86998808751903,5.117214994771016
Sfax,Sfax,34.74,10.76,Tunisia,TN,TUN,Sfax,admin,272801.0,1788741658,17,1199.8660731645236,54.88483876273642,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,0.0673203875995515,Sfax,157,1,34.74056,10.76028,True,5.062595033026967,575.5110868361919,6.356994570809871
Manouba,Manouba,36.8,10.1,Tunisia,TN,TUN,Manouba,admin,58792.0,1788608864,17,966.4091601955939,61.68036247192544,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,1.186117761998241,Manouba,53,1,36.81006,10.09557,True,3.9889840465642745,901.483194992516,6.805150069526765
Le Bardo,Le Bardo,36.8092,10.1406,Tunisia,TN,TUN,Tunis,,73953.0,1788939893,17,965.6616908462072,61.70341887034827,aws,eu-south-1,EU (Milan),45.4641943,9.1896346,2.537666865379489,Tunis,34,1,36.83140182495117,10.147199630737305,True,3.5553480614894135,459.75146376752804,6.132858773468441
Istanbul,Istanbul,41.01,28.9603,Turkey,TR,TUR,İstanbul,admin,15154000.0,1792756324,21,1178.7698750308248,55.4668335524552,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.989640649779934,Istanbul,92,1,41.01383972167969,28.94965934753418,True,4.532599493153256,6.071004355285733,1.956002528558236
Kayseri,Kayseri,38.7333,35.4833,Turkey,TR,TUR,Kayseri,admin,1389680.0,1792945815,21,802.7795268192706,66.93891068053914,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,0.3856736838650265,Kayseri,69,2,38.73492813110352,35.479373931884766,True,4.248495242049359,49.65171838121007,3.9249731566978774
Ankara,Ankara,39.93,32.85,Turkey,TR,TUR,Ankara,primary,5503985.0,1792572891,21,951.3899331780507,62.145301727235356,aws,il-central-1,Middle East (Israel) - ???,31.5313113,34.8667654,1.1839829324157676,Ankara,31,2,39.91986846923828,32.854270935058594,True,3.4657359027997265,5.632282791468364,1.8919490573745132
Taipei,Taipei,25.0478,121.5319,Taiwan,TW,TWN,Taipei,primary,2684567.0,1158881289,76,147.17116413563278,92.90566318014139,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,3.5874201599776945,Taipei,225,5,25.050608444213868,121.56737670898436,True,5.420534999272286,83.81239879652846,4.440441744333105
Bade,Bade,24.9575,121.2989,Taiwan,TW,TWN,Taoyuan,,172065.0,1158126203,76,124.26791799729718,93.97569894534563,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,3.44727078919624,Taoyuan District,106,1,24.96971893310547,121.26747131347656,True,4.672828834461906,616.0462615871909,6.424943999355908
Douliu,Douliu,23.7075,120.5439,Taiwan,TW,TWN,Yunlin,admin,106653.0,1158732750,76,40.92724679083501,97.97443355985868,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,1.9703166043923606,Douliu,79,1,23.69196128845215,120.53459930419922,True,4.382026634673881,740.7199047377945,6.608971685024986
Taichung,Taichung,24.15,120.6667,Taiwan,TW,TWN,Taichung,admin,2803894.0,1158689622,76,14.913262987450103,99.25711002117123,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,6.474219535922418,Taichung,15,1,24.144750595092773,120.7302474975586,True,2.772588722239781,5.349702948827595,1.8484080320982057
Pingtung,Pingtung,22.6761,120.4942,Taiwan,TW,TWN,Pingtung,admin,503530.0,1158209038,76,155.69836200805085,92.5103939269983,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,10.666000907845017,Kaohsiung City,14,1,22.72960090637207,120.40789794921876,True,2.70805020110221,27.803705836792247,3.3605040537526167
Hsinchu,Hsinchu,24.8047,120.9714,Taiwan,TW,TWN,Hsinchu,admin,445635.0,1158276420,76,91.87581788438567,95.51012635974217,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,5.487697929073183,Hsinchu,4,1,24.75833320617676,120.9527816772461,True,1.6094379124341003,8.975955658779045,2.3001777635782665
Changhua,Changhua,24.0667,120.5333,Taiwan,TW,TWN,Changhua,admin,750000.0,1158439005,76,1.5024486983089431,99.92490577492129,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,9.782234194539544,Dacun,3,1,24.0,120.59610748291016,True,1.3862943611198906,4.0,1.6094379124341003
Taoyuan District,Taoyuan District,24.9889,121.3111,Taiwan,TW,TWN,Taoyuan,admin,443273.0,1158127875,76,127.78076170805411,93.81078284736039,gcp,asia-east1,"Changhua County, Taiwan, APAC",24.0755667,120.5444667,9.676364757109315,Taoyuan City,3,1,25.0195255279541,121.4009780883789,True,1.3862943611198906,6.767838329877976,2.0499919184498356
Kharkiv,Kharkiv,50.0,36.2292,Ukraine,UA,UKR,Kharkivs’ka Oblast’,admin,1446107.0,1804588111,87,1088.9469698107864,58.01471591766977,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,2.7286045404037202,Kharkiv,45,1,49.98177,36.25475,True,3.828641396489095,31.118029302119414,3.4694175329659087
Kyiv,Kyiv,50.45,30.5236,Ukraine,UA,UKR,"Kyyiv, Misto",primary,2963199.0,1804382913,87,689.5272901461744,70.8387764621128,gcp,europe-central2,"Warsaw, Poland, Europe",52.2319581,21.0067249,0.5183625135668216,Kyiv,17,1,50.45466,30.5238,True,2.8903717578961645,5.737042972814178,1.907621100585785
Pittsburgh,Pittsburgh,40.4396,-79.9762,United States,US,USA,Pennsylvania,,1703266.0,1840001254,26,231.09709819744083,89.08773198962041,aws,us-east-2,US East (Ohio),40.2253569,-82.6881395,1.6701973337631695,Pittsburgh,965,1,40.44062,-79.99589,True,6.873163834212518,566.5585997724372,6.341344003535564
Seattle,Seattle,47.6211,-122.3244,United States,US,USA,Washington,,3789215.0,1840021117,32,190.92202702997633,90.89537978765172,azure,westus2,"Washington, West US 2, US",47.233,-119.852,1.3741294837486422,Seattle,844,4,47.61026984619141,-122.33322921569824,True,6.739336627357174,222.73742714520026,5.41047316404633
Mountain View,Mountain View,37.4,-122.0796,United States,US,USA,California,,82739.0,1840020332,27,51.723760608194304,97.44696737691812,aws,us-west-1,US West (N. California),37.7790262,-122.419906,1.5959642334486959,Mountain View,841,1,37.38605,-122.08385,True,6.7357800142423265,10164.493165254597,9.226754240896858
Redmond,Redmond,47.6762,-122.1169,United States,US,USA,Washington,,71929.0,1840019835,32,177.27153779196064,91.51788494787634,azure,westus2,"Washington, West US 2, US",47.233,-119.852,0.42370064182751466,Redmond,426,1,47.67399,-122.12151,True,6.056784013228625,5922.506916542702,8.686683937038717
Chicopee,Chicopee,42.1764,-72.5719,United States,US,USA,Massachusetts,,55126.0,1840000462,11,378.4717670755067,82.75912685126718,aws,ca-central-1,Canada (Central),45.5031824,-73.5698065,22.544565583032522,Amherst Center,320,2,42.375370012817385,-72.51924948120117,True,5.771441123130016,5804.883358125023,8.666627054497312
Union City,Union City,40.7674,-74.0323,United States,US,USA,New Jersey,,67982.0,1840001034,104,351.51778945706116,83.8820202930731,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,4.816595643149455,New York,275,6,40.73636347127279,-73.99241193115235,True,5.62040086571715,4045.1884322320616,8.305530589117785
Waterloo,Waterloo,42.492,-92.3522,United States,US,USA,Iowa,,111631.0,1840000440,57,144.96827494822523,93.00804999692738,azure,centraluseuap,", Central US EUAP, US",41.5908,-93.6208,1.529880896294931,Waterloo,222,1,42.49810791015625,-92.33547973632812,True,5.407171771460119,1988.694896578907,7.595736587662029
San Mateo,San Mateo,37.5521,-122.3122,United States,US,USA,California,,104430.0,1840021551,27,26.955253043221916,98.6612790030735,aws,us-west-1,US West (N. California),37.7790262,-122.419906,1.3519206213724706,San Mateo,214,1,37.55870819091797,-122.3250732421875,True,5.3706380281276624,2049.2195729196587,7.625702175138019
Monessen,Monessen,40.1519,-79.8828,United States,US,USA,Pennsylvania,,61960.0,1840001146,26,238.42843810767192,88.76176357840907,aws,us-east-2,US East (Ohio),40.2253569,-82.6881395,9.622462899380077,California,207,1,40.06563186645508,-79.89170837402344,True,5.337538079701318,3340.865074241446,8.114284335581942
Greenwich,Greenwich,41.0665,-73.6368,United States,US,USA,Connecticut,,62587.0,1840034747,104,397.43090672653926,81.97831266800148,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,8.427309776420636,Armonk,189,1,41.10853958129883,-73.72046661376953,True,5.247024072160486,3019.7964433508555,8.013275798563987
Chandler,Chandler,33.2826,-111.8516,United States,US,USA,Arizona,,261165.0,1840019309,33,27.685916131189018,98.62524150890141,azure,westus3,"Phoenix, West US 3, US",33.448376,-112.074036,2.7907887967401397,Chandler,179,1,33.30616,-111.84125,True,5.19295685089021,685.3904619684873,6.53144665234365
San Jose,San Jose,37.3019,-121.8486,United States,US,USA,California,,1798103.0,1840021570,27,73.15724698836503,96.40822913980051,aws,us-west-1,US West (N. California),37.7790262,-122.419906,5.147194881222169,San Jose,168,1,37.33098983764648,-121.89387512207033,True,5.1298987149230735,93.43180006929525,4.547877881565972
Rockville,Rockville,39.0834,-77.1552,United States,US,USA,Maryland,,68079.0,1840005849,104,29.026257353417957,98.55916791329203,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,4.184888578585384,Bethesda,160,3,39.04576873779297,-77.1559321085612,True,5.081404364984463,2350.2107845297373,7.762685701913573
Washington,Washington,38.9047,-77.0163,United States,US,USA,District of Columbia,primary,5379184.0,1840006060,104,43.5671657633603,97.84519658941674,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,3.6119045528759544,Washington D.C.,157,5,38.92149353027344,-77.05203399658203,True,5.062595033026967,29.186582946409715,3.407397552364511
Memphis,Memphis,35.1046,-89.9773,United States,US,USA,Tennessee,,1066967.0,1840015457,102,493.1151901201983,78.1486350487487,gcp,us-central2,"Mayes County, Oklahoma, North America",36.3047676,-95.2355722,8.213084965208996,Memphis,122,1,35.14952850341797,-90.04898071289062,True,4.812184355372417,114.34280535386755,4.747908610363021
Boulder,Boulder,40.0249,-105.2523,United States,US,USA,Colorado,,124345.0,1840018774,58,432.257612711874,80.5631524729117,azure,westcentralus,"Wyoming, West Central US, US",40.89,-110.234,1.9052521848222075,Boulder,121,1,40.01499176025391,-105.2705535888672,True,4.804021044733257,973.0990389641722,6.881512981187954
El Paso,El Paso,31.8479,-106.4309,United States,US,USA,Texas,,843386.0,1840023252,33,557.4173925129066,75.67603182232962,azure,westus3,"Phoenix, West US 3, US",33.448376,-112.074036,11.241444305093044,El Paso,104,1,31.75872039794922,-106.48693084716795,True,4.653960350157523,123.31245716670658,4.822798212052696
Redwood City,Redwood City,37.5026,-122.2252,United States,US,USA,California,,85925.0,1840020304,27,35.19503210509508,98.25564159700792,aws,us-west-1,US West (N. California),37.7790262,-122.419906,6.619091673666266,Menlo Park,97,2,37.45383071899414,-122.18218994140624,True,4.584967478670572,1128.8914751236543,7.029876867380698
Waltham,Waltham,42.3889,-71.2423,United States,US,USA,Massachusetts,,62495.0,1840000428,11,393.2003631823904,82.15190260893586,aws,ca-central-1,Canada (Central),45.5031824,-73.5698065,1.4851200276178342,Waltham,79,1,42.37649154663086,-71.23561096191406,True,4.382026634673881,1264.1011280902474,7.142907341120683
Chapel Hill,Chapel Hill,35.927,-79.0391,United States,US,USA,North Carolina,,64051.0,1840016152,30,100.92610113515411,95.07890591393866,azure,eastus2,"Virginia, East US 2, US",36.6681,-78.3889,2.69795461019032,Chapel Hill,74,1,35.90378189086914,-79.04779815673828,True,4.31748811353631,1155.3293469266678,7.053005910841101
Bristol,Bristol,36.5572,-82.2154,United States,US,USA,Tennessee,,70243.0,1840013301,29,231.58419407610663,89.0660374980061,azure,eastus,"Virginia, East US, US",37.3719,-79.8164,6.0393154745428985,Bristol,62,1,36.58729553222656,-82.15910339355469,True,4.143134726391533,882.6502284925189,6.784061315213851
Lafayette,Lafayette,30.2084,-92.0323,United States,US,USA,Louisiana,,264357.0,1840015044,106,534.3350413184096,76.5544816150714,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,2.116188307266591,Lafayette,58,1,30.224090576171875,-92.01983642578124,True,4.07753744390572,219.40028068104874,5.395445350785429
Boca Raton,Boca Raton,26.3752,-80.108,United States,US,USA,Florida,,99805.0,1840014207,103,758.6442510296448,68.4325138570451,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,3.0861700453005936,Boca Raton,54,1,26.35869026184082,-80.08309936523438,True,4.007333185232471,541.0550573618557,6.295367578129002
Thousand Oaks,Thousand Oaks,34.1914,-118.8755,United States,US,USA,California,,215029.0,1840021844,108,60.22334741944026,97.03371663466919,gcp,us-west2,"Los Angeles, California, North America",34.0536909,-118.242766,11.494940837955115,Thousand Oaks,48,1,34.148231506347656,-118.76197052001952,True,3.8918202981106265,223.22570443986623,5.412653153664273
Redwood City,Redwood City,37.5026,-122.2252,United States,US,USA,California,,85925.0,1840020304,27,35.19503210509508,98.25564159700792,aws,us-west-1,US West (N. California),37.7790262,-122.419906,5.1894272708588,Atherton,45,1,37.46133,-122.19774,True,3.828641396489095,523.712540005819,6.26285056978924
Greensboro,Greensboro,36.0956,-79.8269,United States,US,USA,North Carolina,,343090.0,1840013356,29,141.9213651752351,93.14985155188872,azure,eastus,"Virginia, East US, US",37.3719,-79.8164,4.045628784287224,Greensboro,40,1,36.07263946533203,-79.79197692871094,True,3.713572066704308,116.5874843335568,4.767182604065845
Trenton,Trenton,40.2236,-74.7641,United States,US,USA,New Jersey,admin,290716.0,1840001383,104,267.57015760060625,87.4778052749857,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,14.134466645959343,Princeton,38,1,40.34456253051758,-74.712890625,True,3.6635616461296463,130.71175993065398,4.880615898085937
Dayton,Dayton,39.7797,-84.1998,United States,US,USA,Ohio,,718353.0,1840034249,105,104.32510683487995,94.91745627329799,gcp,us-east5,"Colombus, Ohio, North America",39.9622601,-83.0007065,2.4111604049510658,Dayton,31,1,39.75894927978516,-84.19161224365234,True,3.4657359027997265,43.154270950354494,3.787689659638594
Somerville,Somerville,42.3908,-71.1013,United States,US,USA,Massachusetts,,81360.0,1840003123,11,398.48309937704863,81.93519552183683,aws,ca-central-1,Canada (Central),45.5031824,-73.5698065,3.0292881076803995,Cambridge,31,1,42.36968994140625,-71.07798767089844,True,3.4657359027997265,381.0226155358898,5.945479809827682
Cupertino,Cupertino,37.3168,-122.0465,United States,US,USA,California,,59276.0,1840018950,27,61.03575136306403,96.99430935183979,aws,us-west-1,US West (N. California),37.7790262,-122.419906,1.4418118345971644,Cupertino,29,1,37.323,-122.03218,True,3.4011973816621555,489.2367906066536,6.19488852051489
New Brunswick,New Brunswick,40.487,-74.445,United States,US,USA,New Jersey,,55676.0,1840001339,104,305.55448444611864,85.83208981727714,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,4.119032489338629,Piscataway,26,1,40.499271392822266,-74.39904022216797,True,3.295836866004329,466.98757094618867,6.148441737757692
Carbondale,Carbondale,37.7221,-89.2238,United States,US,USA,Illinois,,65671.0,1840007560,52,482.19821672931374,78.57637467691994,azure,northcentralus,"Illinois, North Central US, US",41.8819,-87.6278,0.8453427220055239,Carbondale,23,1,37.72726821899414,-89.21675109863281,True,3.1780538303479458,350.23069543634176,5.861443259525783
Washington,Washington,38.9047,-77.0163,United States,US,USA,District of Columbia,primary,5379184.0,1840006060,104,43.5671657633603,97.84519658941674,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,2.037978365991035,Washington,18,2,38.89511054199219,-77.03636966186524,True,2.9444389791664403,3.3462324397157635,1.4693093640017778
Gaithersburg,Gaithersburg,39.1346,-77.2132,United States,US,USA,Maryland,,67985.0,1840005848,104,25.739509102252814,98.72127066092797,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,6.2761451474977665,Rockville,17,1,39.080509185791016,-77.23397827148438,True,2.8903717578961645,250.0551592262999,5.525672672862264
Poughkeepsie,Poughkeepsie,41.6949,-73.921,United States,US,USA,New York,,394760.0,1840000500,104,422.0591972187503,80.97500990496975,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,3.0214166540660625,Town of Poughkeepsie,16,1,41.6698112487793,-73.90702819824219,True,2.833213344056216,40.53095551727632,3.7264390652584645
Nashville,Nashville,36.1715,-86.7843,United States,US,USA,Tennessee,admin,1081903.0,1840036155,105,535.9630354733696,76.4921918460531,gcp,us-east5,"Colombus, Ohio, North America",39.9622601,-83.0007065,0.6239582380029071,Nashville,16,1,36.16588973999024,-86.78443908691406,True,2.833213344056216,14.78875647816856,2.7592980714087783
Pensacola,Pensacola,30.4427,-87.1886,United States,US,USA,Florida,,346921.0,1840015005,103,743.8917848422263,68.93915428223862,gcp,us-east1,"Moncks Corner, South Carolina, North America",33.1973235,-80.01094796275407,3.608970728558523,Pensacola,15,1,30.421310424804688,-87.21691131591797,True,2.772588722239781,43.237509404158295,3.7895730582549625
Jackson,Jackson,35.6535,-88.8353,United States,US,USA,Tennessee,,74065.0,1840014528,102,580.3371779606832,74.81374292197478,gcp,us-central2,"Mayes County, Oklahoma, North America",36.3047676,-95.2355722,29.618962910821963,Hendersonville,15,1,35.44007110595703,-88.63941955566406,True,2.772588722239781,202.52480928913792,5.315787910420604
National City,National City,32.6654,-117.0983,United States,US,USA,California,,61394.0,1840020622,108,187.42172742656427,91.05459960718969,gcp,us-west2,"Los Angeles, California, North America",34.0536909,-118.242766,8.362432286243235,San Diego,14,1,32.71571,-117.16472,True,2.70805020110221,228.03531289702576,5.433876196456408
Tacoma,Tacoma,47.2431,-122.4531,United States,US,USA,Washington,,217827.0,1840021129,32,196.3676287953899,90.64822639476236,azure,westus2,"Washington, West US 2, US",47.233,-119.852,1.2746996683651155,Tacoma,14,1,47.25288009643555,-122.4442901611328,True,2.70805020110221,64.27118768564044,4.178550708982881
Waltham,Waltham,42.3889,-71.2423,United States,US,USA,Massachusetts,,62495.0,1840000428,11,393.2003631823904,82.15190260893586,aws,ca-central-1,Canada (Central),45.5031824,-73.5698065,12.911258448478835,Bedford,13,1,42.50493621826172,-71.23655700683594,True,2.6390573296152584,208.0166413313065,5.3424138723897885
Yakima,Yakima,46.5923,-120.5496,United States,US,USA,Washington,,133191.0,1840021154,32,88.78732066154137,95.65773168007253,azure,westus2,"Washington, West US 2, US",47.233,-119.852,44.94636081100767,Ellensburg,12,1,46.99651,-120.54785,True,2.5649493574615367,90.09617766966237,4.511915845862755
Berkeley,Berkeley,37.8723,-122.276,United States,US,USA,California,,121363.0,1840018914,53,15.873185702800596,99.20948187463581,azure,westus,"California, West US, US",37.783,-122.417,0.2959317554276813,Berkeley,12,1,37.87158966064453,-122.2727508544922,True,2.5649493574615367,98.87692295015779,4.60393865746963
Cambridge,Cambridge,42.3759,-71.1185,United States,US,USA,Massachusetts,,118927.0,1840000429,11,399.2566104610097,81.90351275802267,aws,ca-central-1,Canada (Central),45.5031824,-73.5698065,5.265565664333694,Belmont,12,1,42.39787292480469,-71.17529296875,True,2.5649493574615367,100.90223414363433,4.6240138648522615
New Rochelle,New Rochelle,40.9305,-73.7836,United States,US,USA,New York,,78557.0,1840000782,104,378.88133183154395,82.7421809756354,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,0.6650366290938508,New Rochelle,11,1,40.925479888916016,-73.78790283203125,True,2.4849066497880004,140.02571381290016,4.94894224121862
Reno,Reno,39.5497,-119.8483,United States,US,USA,Nevada,,445020.0,1840020121,53,297.17609784636403,86.19241123393626,azure,westus,"California, West US, US",37.783,-122.417,6.263395887141542,Reno,10,1,39.49658966064453,-119.87262725830078,True,2.3978952727983707,22.47090018426138,3.1557613638040776
Evansville,Evansville,37.9881,-87.5341,United States,US,USA,Indiana,,230427.0,1840013730,52,433.04501377122403,80.53144095994014,azure,northcentralus,"Illinois, North Central US, US",41.8819,-87.6278,77.70449022450279,Vincennes,9,1,38.686859130859375,-87.52310943603516,False,2.302585092994046,39.05792289966019,3.690326479159534
Tyler,Tyler,32.3184,-95.3062,United States,US,USA,Texas,,143796.0,1840022076,106,148.70677347403742,92.83435715620844,gcp,us-south1,"Dallas, Texas, North America",32.7762719,-96.7968559,3.685644818742033,Tyler,9,1,32.35126,-95.30106,True,2.302585092994046,62.58866727864475,4.1524352670261155
Murfreesboro,Murfreesboro,35.8492,-86.4119,United States,US,USA,Tennessee,,179951.0,1840014495,105,546.463622470965,76.0916378217149,gcp,us-east5,"Colombus, Ohio, North America",39.9622601,-83.0007065,88.9969737221941,Cookeville,8,1,36.162841796875,-85.50164031982422,False,2.1972245773362196,44.45654650432618,3.816756847750009
Palo Alto,Palo Alto,37.3913,-122.1468,United States,US,USA,California,,65364.0,1840020333,27,49.37482842992077,97.561482769651,aws,us-west-1,US West (N. California),37.7790262,-122.419906,1.2739610802414711,Palo Alto,6,1,37.40271759033203,-122.1479949951172,True,1.9459101490553132,91.79364787956673,4.530378187875741
Gaithersburg,Gaithersburg,39.1346,-77.2132,United States,US,USA,Maryland,,67985.0,1840005848,104,25.739509102252814,98.72127066092797,gcp,us-east4,"Ashburn, Virginia, North America",39.0437192,-77.4874899,0.8505386049793715,Gaithersburg,6,1,39.14091873168945,-77.21875762939453,True,1.9459101490553132,88.25476207987056,4.491494775873539
Sunnyvale,Sunnyvale,37.3836,-122.0256,United States,US,USA,California,,152703.0,1840021573,27,56.041249432154224,97.23683117740802,aws,us-west-1,US West (N. California),37.7790262,-122.419906,3.734639540736781,Sunnyvale,6,1,37.41718292236328,-122.02499389648438,True,1.9459101490553132,39.291958900610986,3.69615191804147
Oak Lawn,Oak Lawn,41.7139,-87.7528,United States,US,USA,Illinois,,55022.0,1840011306,52,21.36216303817775,98.93757586805174,azure,northcentralus,"Illinois, North Central US, US",41.8819,-87.6278,11.881491825708618,Chicago,5,1,41.71764755249024,-87.6097412109375,True,1.791759469228055,90.87274181236596,4.52040437831791
Sioux City,Sioux City,42.4959,-96.3901,United States,US,USA,Iowa,,106455.0,1840000447,101,144.5899152041314,93.02564691236377,gcp,us-central1,"Council Bluffs, Iowa, North America",41.258841,-95.8519484,59.41694202331803,Wayne,4,1,42.230560302734375,-97.017822265625,True,1.6094379124341003,37.57456202151144,3.6525930442382077
Omaha,Omaha,41.2627,-96.0522,United States,US,USA,Nebraska,,847819.0,1840009315,101,16.743946907744746,99.16629739217143,gcp,us-central1,"Council Bluffs, Iowa, North America",41.258841,-95.8519484,5.261380574403254,Omaha,4,1,41.2642822265625,-96.1151123046875,True,1.6094379124341003,4.717988155490736,1.7436170224552912
Tempe,Tempe,33.3881,-111.9318,United States,US,USA,Arizona,,195805.0,1840021942,33,14.805133688564077,99.26247646709547,azure,westus3,"Phoenix, West US 3, US",33.448376,-112.074036,5.400161544581026,Tempe,4,1,33.41852569580078,-111.97714233398438,True,1.6094379124341003,20.428487525854806,3.064721229573168
Newport News,Newport News,37.1051,-76.5185,United States,US,USA,Virginia,,179225.0,1840003862,30,173.29540610931727,91.70000950663244,azure,eastus2,"Virginia, East US 2, US",36.6681,-78.3889,5.1912578379615795,Newport News,3,1,37.06305694580078,-76.49305725097656,True,1.3862943611198906,16.738736225414982,2.875750735641186
